Source,Destination,Mode,DepartureTime,ArrivalTime,Cost
92B534,2932EF,Bus,07:55,11:10,780
92B534,D82DB0,Bus,00:30,04:25,160
92B534,443F1D,Bus,21:40,01:40,520
92B534,64EDE4,Bus,11:10,14:40,460
92B534,480873,Bus,00:15,03:00,460
92B534,E9A2F6,Bus,17:05,17:55,900
92B534,D51D87,Bus,07:45,08:50,110
611CDC,A45946,Bus,21:45,22:40,860
611CDC,99F8AE,Bus,08:05,09:45,170
611CDC,7D16FE,Bus,05:35,08:40,150
611CDC,9DA3D4,Bus,13:35,16:05,220
611CDC,7EFACD,Bus,19:20,21:15,630
611CDC,167978,Bus,03:20,03:40,400
611CDC,1EC537,Bus,08:00,10:45,110
611CDC,D92C57,Bus,10:45,13:55,840
611CDC,2E740C,Bus,17:25,20:55,460
611CDC,80979C,Bus,04:10,07:50,500
611CDC,070834,Bus,21:40,23:50,280
611CDC,976E93,Bus,05:10,08:30,560
611CDC,3AEFBC,Bus,04:05,07:45,490
611CDC,714BCA,Bus,09:35,11:15,470
611CDC,B0F915,Bus,17:10,17:55,630
611CDC,D8DB71,Bus,09:20,12:35,280
611CDC,0C45DE,Bus,05:25,07:15,980
611CDC,4538EE,Bus,03:45,07:20,130
611CDC,C21B5F,Bus,09:50,12:35,600
611CDC,3AC43F,Bus,06:20,08:05,810
611CDC,AE9247,Bus,19:20,20:20,840
611CDC,2C9290,Bus,12:25,16:10,140
611CDC,D3D3F3,Bus,16:20,19:45,320
611CDC,069782,Bus,02:50,06:00,250
611CDC,5DEA29,Bus,12:45,14:10,910
611CDC,5E369E,Bus,00:15,03:40,340
611CDC,3F74F0,Bus,16:40,19:30,560
611CDC,231EA4,Bus,13:30,14:00,920
611CDC,8205FC,Bus,00:40,03:10,430
611CDC,AB0902,Bus,07:00,10:55,260
611CDC,7B4D7D,Bus,23:40,01:50,370
611CDC,FDEEA5,Bus,15:40,18:30,900
611CDC,6FC77B,Bus,22:40,00:35,710
611CDC,51D34A,Bus,16:20,20:20,740
611CDC,CBDE01,Bus,07:25,11:30,780
611CDC,D6027D,Bus,20:20,22:20,440
611CDC,1C520D,Bus,04:35,05:10,390
611CDC,93DADF,Bus,06:30,10:15,610
611CDC,A6DA90,Bus,20:50,00:50,800
611CDC,CC4BC2,Bus,06:15,10:15,380
611CDC,2D84BC,Bus,06:35,09:35,850
611CDC,3C591A,Bus,04:25,07:40,420
611CDC,074554,Bus,15:00,15:35,820
611CDC,18636A,Bus,00:50,03:05,690
611CDC,53B7E0,Bus,09:20,11:05,540
611CDC,95AE76,Bus,07:20,11:25,680
611CDC,180AD5,Bus,21:50,22:15,980
611CDC,E0B37A,Bus,16:45,17:10,390
611CDC,3293B2,Bus,01:40,04:15,100
611CDC,5D990F,Bus,10:20,13:10,520
611CDC,1FF016,Bus,01:30,02:55,340
611CDC,0418F6,Bus,14:35,15:00,280
611CDC,55EA55,Bus,00:10,02:35,900
611CDC,8A570C,Bus,14:25,18:20,570
611CDC,A11A34,Bus,00:25,02:30,890
611CDC,4F44BA,Bus,19:35,21:05,360
611CDC,8EA2DF,Bus,07:15,08:30,110
611CDC,898C46,Bus,20:20,22:50,410
611CDC,2932EF,Bus,15:25,17:00,930
611CDC,D82DB0,Bus,11:05,13:30,860
611CDC,443F1D,Bus,11:50,13:40,850
611CDC,64EDE4,Bus,16:10,18:05,680
611CDC,9C5BB5,Bus,22:10,01:10,670
611CDC,72EF82,Bus,10:30,11:25,740
611CDC,217097,Bus,19:00,21:40,70
611CDC,D51D87,Bus,10:15,11:15,220
99F8AE,A45946,Bus,15:45,17:15,510
99F8AE,92B534,Bus,12:25,13:55,670
99F8AE,130859,Bus,08:45,09:50,120
99F8AE,7D16FE,Bus,04:35,08:00,100
99F8AE,1D95A4,Bus,14:30,17:30,40
99F8AE,7EFACD,Bus,06:35,07:45,440
99F8AE,167978,Bus,22:15,23:40,60
99F8AE,FBFA01,Bus,08:10,08:55,750
99F8AE,1EC537,Bus,03:00,06:00,930
99F8AE,2E740C,Bus,10:00,10:55,760
99F8AE,D23504,Bus,23:15,01:35,860
99F8AE,80979C,Bus,17:55,21:10,190
99F8AE,070834,Bus,02:35,05:00,340
99F8AE,976E93,Bus,00:20,04:10,430
99F8AE,261DD1,Bus,04:15,08:00,930
99F8AE,714BCA,Bus,22:55,01:00,580
99F8AE,B0F915,Bus,20:00,23:40,360
99F8AE,D8DB71,Bus,23:25,02:55,780
99F8AE,0C45DE,Bus,22:55,23:30,960
99F8AE,4538EE,Bus,12:20,13:45,90
99F8AE,C21B5F,Bus,13:00,17:05,490
99F8AE,AE9247,Bus,08:55,12:00,310
99F8AE,2C9290,Bus,08:55,09:25,500
99F8AE,DA518F,Bus,10:50,12:55,70
99F8AE,D3D3F3,Bus,04:00,04:35,530
99F8AE,5DEA29,Bus,01:15,01:40,120
99F8AE,D0464E,Bus,11:25,12:40,210
99F8AE,5E369E,Bus,11:10,14:40,680
99F8AE,2519AB,Bus,01:55,05:20,110
99F8AE,5580D2,Bus,06:10,07:05,330
99F8AE,231EA4,Bus,04:35,06:15,110
99F8AE,353F87,Bus,08:55,10:45,610
99F8AE,AB0902,Bus,20:00,20:20,150
99F8AE,7B4D7D,Bus,06:15,09:25,770
99F8AE,FDEEA5,Bus,13:55,15:40,330
99F8AE,78151E,Bus,18:00,21:45,440
99F8AE,51D34A,Bus,05:45,09:00,780
99F8AE,CBDE01,Bus,02:50,05:10,890
99F8AE,F926D8,Bus,20:35,21:40,710
99F8AE,1C520D,Bus,16:05,19:15,340
99F8AE,93DADF,Bus,12:35,13:10,520
99F8AE,A6DA90,Bus,07:30,08:30,610
99F8AE,CC4BC2,Bus,10:20,13:10,580
99F8AE,78641A,Bus,15:40,16:50,190
99F8AE,2D84BC,Bus,19:05,21:40,300
99F8AE,18636A,Bus,05:55,09:20,830
99F8AE,CE33FB,Bus,11:30,11:55,650
99F8AE,53B7E0,Bus,06:20,10:00,430
99F8AE,95AE76,Bus,04:55,08:45,560
99F8AE,25E677,Bus,00:15,03:00,460
99F8AE,E0B37A,Bus,00:00,02:50,430
99F8AE,3293B2,Bus,13:00,13:20,790
99F8AE,5D990F,Bus,19:10,21:10,490
99F8AE,257E4A,Bus,17:30,19:35,580
99F8AE,1FF016,Bus,11:30,12:55,850
99F8AE,0418F6,Bus,08:30,12:25,50
99F8AE,55EA55,Bus,04:30,05:25,970
99F8AE,8A570C,Bus,06:45,08:55,690
99F8AE,A11A34,Bus,12:20,13:45,760
99F8AE,19233D,Bus,04:00,07:35,490
99F8AE,4F44BA,Bus,07:40,08:05,840
99F8AE,8EA2DF,Bus,21:25,23:05,110
99F8AE,898C46,Bus,04:40,06:20,260
99F8AE,2932EF,Bus,23:25,00:15,60
99F8AE,D82DB0,Bus,15:00,18:05,200
99F8AE,443F1D,Bus,16:55,19:35,320
99F8AE,CB9BE6,Bus,12:45,16:45,460
99F8AE,64EDE4,Bus,13:55,17:00,440
99F8AE,657ECE,Bus,03:05,05:10,520
99F8AE,9C5BB5,Bus,05:50,07:25,540
99F8AE,72EF82,Bus,06:45,08:35,990
130859,611CDC,Bus,16:40,20:35,680
130859,1D95A4,Bus,23:15,01:55,770
130859,7EFACD,Bus,18:20,18:40,170
130859,FBFA01,Bus,00:40,03:20,930
130859,1EC537,Bus,23:00,00:40,860
130859,2E740C,Bus,08:55,09:35,410
130859,D23504,Bus,22:45,02:15,220
130859,80979C,Bus,15:25,17:40,320
130859,261DD1,Bus,23:00,01:50,800
130859,3AEFBC,Bus,20:50,23:35,970
130859,F00894,Bus,09:55,13:05,740
130859,D8DB71,Bus,06:40,09:05,120
130859,0C45DE,Bus,03:40,06:00,470
130859,4538EE,Bus,03:10,06:50,930
130859,AE9247,Bus,20:05,20:45,110
130859,D3D3F3,Bus,22:50,00:00,810
130859,069782,Bus,07:00,10:15,160
130859,D0464E,Bus,16:45,18:45,150
130859,5E369E,Bus,05:35,07:00,640
130859,3F74F0,Bus,17:05,19:40,400
130859,5580D2,Bus,15:15,16:15,80
130859,6E4320,Bus,19:25,23:20,490
130859,231EA4,Bus,00:45,02:00,600
130859,8205FC,Bus,05:05,06:20,660
130859,353F87,Bus,02:55,05:10,590
130859,AB0902,Bus,07:30,10:25,880
130859,7B4D7D,Bus,15:30,18:10,290
130859,FDEEA5,Bus,13:55,15:30,810
130859,6FC77B,Bus,07:05,08:25,730
130859,78151E,Bus,22:45,01:20,200
130859,CBDE01,Bus,13:35,16:30,760
130859,4495F0,Bus,21:45,23:25,370
130859,D6027D,Bus,15:25,16:05,330
130859,FD34B0,Bus,00:40,04:20,980
130859,1C520D,Bus,04:45,05:25,340
130859,A6DA90,Bus,00:30,01:05,360
130859,476983,Bus,07:50,08:45,570
130859,CC4BC2,Bus,23:10,02:35,550
130859,78641A,Bus,03:00,03:30,430
130859,2D84BC,Bus,21:55,22:20,930
130859,074554,Bus,02:55,04:35,680
130859,18636A,Bus,06:10,07:15,270
130859,673BB3,Bus,20:45,22:15,420
130859,53B7E0,Bus,22:55,02:20,90
130859,95AE76,Bus,22:40,02:00,120
130859,25E677,Bus,07:20,08:45,570
130859,09886B,Bus,08:45,10:45,860
130859,DB404E,Bus,00:10,03:35,980
130859,E0B37A,Bus,05:30,08:25,100
130859,3293B2,Bus,15:30,17:10,320
130859,1FF016,Bus,16:35,17:40,80
130859,55EA55,Bus,21:35,23:45,120
130859,19233D,Bus,22:35,23:15,50
130859,2932EF,Bus,10:10,11:40,150
130859,D82DB0,Bus,22:05,02:10,450
130859,443F1D,Bus,17:35,20:45,180
130859,CB9BE6,Bus,21:35,22:10,740
130859,657ECE,Bus,23:10,02:35,910
130859,9C5BB5,Bus,19:35,20:20,820
130859,480873,Bus,22:25,02:15,820
130859,72EF82,Bus,22:20,02:25,110
130859,217097,Bus,02:25,05:15,430
130859,E9A2F6,Bus,01:15,04:35,200
130859,D51D87,Bus,03:10,03:55,910
7D16FE,A45946,Bus,05:05,06:45,910
7D16FE,92B534,Bus,20:05,20:25,260
7D16FE,611CDC,Bus,02:30,06:20,330
7D16FE,99F8AE,Bus,21:00,22:45,400
7D16FE,130859,Bus,17:30,18:10,480
7D16FE,1D95A4,Bus,20:10,23:40,800
7D16FE,9DA3D4,Bus,14:35,15:45,370
7D16FE,7EFACD,Bus,06:40,07:40,640
7D16FE,167978,Bus,06:15,09:00,250
7D16FE,FBFA01,Bus,21:00,22:45,650
7D16FE,1EC537,Bus,04:05,06:00,250
7D16FE,80979C,Bus,08:45,11:10,880
7D16FE,070834,Bus,22:45,01:15,70
7D16FE,714BCA,Bus,16:40,19:50,320
7D16FE,D8DB71,Bus,04:50,07:10,280
7D16FE,0C45DE,Bus,23:15,01:05,270
7D16FE,C21B5F,Bus,01:10,03:10,860
7D16FE,2C9290,Bus,02:10,03:40,830
7D16FE,DA518F,Bus,06:20,07:35,150
7D16FE,7582D4,Bus,21:05,00:30,980
7D16FE,D3D3F3,Bus,16:30,20:25,220
7D16FE,069782,Bus,23:55,00:55,990
7D16FE,5DEA29,Bus,15:05,18:20,790
7D16FE,D0464E,Bus,18:50,20:10,470
7D16FE,5E369E,Bus,07:30,10:05,760
7D16FE,3F74F0,Bus,20:50,23:00,230
7D16FE,5580D2,Bus,13:50,16:35,880
7D16FE,6E4320,Bus,11:35,13:55,730
7D16FE,231EA4,Bus,17:20,19:45,430
7D16FE,353F87,Bus,23:15,00:55,910
7D16FE,AB0902,Bus,02:30,06:35,400
7D16FE,7B4D7D,Bus,05:40,07:45,360
7D16FE,6FC77B,Bus,08:05,09:55,440
7D16FE,51D34A,Bus,03:00,06:20,640
7D16FE,CBDE01,Bus,05:15,08:20,530
7D16FE,A6DA90,Bus,23:50,03:35,40
7D16FE,78641A,Bus,02:50,06:10,900
7D16FE,3C591A,Bus,15:10,17:35,490
7D16FE,074554,Bus,09:10,10:30,580
7D16FE,CE33FB,Bus,05:20,08:20,260
7D16FE,95AE76,Bus,08:05,11:45,730
7D16FE,25E677,Bus,00:10,01:40,890
7D16FE,09886B,Bus,21:35,23:35,590
7D16FE,DB404E,Bus,04:15,07:15,930
7D16FE,E0B37A,Bus,01:25,02:25,560
7D16FE,3293B2,Bus,05:55,06:40,680
7D16FE,5D990F,Bus,20:50,23:50,860
7D16FE,1FF016,Bus,15:50,18:50,850
7D16FE,55EA55,Bus,19:30,22:15,540
7D16FE,8A570C,Bus,08:30,10:35,80
7D16FE,A11A34,Bus,14:20,15:10,220
7D16FE,19233D,Bus,01:05,03:50,620
7D16FE,4F44BA,Bus,19:30,20:45,790
7D16FE,443F1D,Bus,18:45,19:45,460
7D16FE,CB9BE6,Bus,12:45,13:40,370
7D16FE,64EDE4,Bus,20:15,20:45,760
7D16FE,9C5BB5,Bus,09:40,12:45,250
7D16FE,480873,Bus,14:05,17:10,840
7D16FE,72EF82,Bus,04:50,07:30,560
7D16FE,217097,Bus,19:15,21:10,570
7D16FE,E9A2F6,Bus,14:15,17:00,620
1D95A4,92B534,Bus,05:15,07:50,60
1D95A4,611CDC,Bus,20:50,22:10,750
1D95A4,99F8AE,Bus,01:35,02:05,360
1D95A4,130859,Bus,03:50,07:40,160
1D95A4,FBFA01,Bus,10:15,12:00,430
1D95A4,1EC537,Bus,16:35,17:25,250
1D95A4,D92C57,Bus,03:45,07:20,470
1D95A4,2E740C,Bus,19:00,21:05,280
1D95A4,D23504,Bus,15:40,17:35,760
1D95A4,80979C,Bus,16:55,20:50,690
1D95A4,070834,Bus,21:45,22:10,170
1D95A4,976E93,Bus,09:20,10:25,890
1D95A4,261DD1,Bus,03:50,04:10,190
1D95A4,714BCA,Bus,06:20,10:20,140
1D95A4,B0F915,Bus,00:55,01:20,380
1D95A4,F00894,Bus,10:35,12:25,900
1D95A4,D8DB71,Bus,01:20,04:35,570
1D95A4,4538EE,Bus,20:30,00:30,310
1D95A4,C21B5F,Bus,20:55,00:30,670
1D95A4,3AC43F,Bus,08:50,11:20,910
1D95A4,AE9247,Bus,05:15,09:00,300
1D95A4,2C9290,Bus,15:30,16:35,40
1D95A4,DA518F,Bus,15:10,19:00,40
1D95A4,7582D4,Bus,02:40,05:20,650
1D95A4,D3D3F3,Bus,02:50,06:10,470
1D95A4,069782,Bus,01:55,04:50,690
1D95A4,D0464E,Bus,09:10,12:35,480
1D95A4,3F74F0,Bus,08:30,09:00,360
1D95A4,231EA4,Bus,07:05,11:05,140
1D95A4,8205FC,Bus,13:15,14:40,170
1D95A4,353F87,Bus,15:10,16:40,250
1D95A4,AB0902,Bus,18:30,19:10,520
1D95A4,7B4D7D,Bus,04:30,08:25,140
1D95A4,FDEEA5,Bus,09:40,12:15,690
1D95A4,78151E,Bus,06:00,08:45,400
1D95A4,CBDE01,Bus,16:40,18:40,500
1D95A4,4495F0,Bus,04:30,06:25,430
1D95A4,F926D8,Bus,19:55,21:20,50
1D95A4,1C520D,Bus,15:45,17:40,300
1D95A4,93DADF,Bus,12:00,13:10,510
1D95A4,476983,Bus,01:50,05:55,270
1D95A4,CC4BC2,Bus,15:20,18:15,500
1D95A4,2D84BC,Bus,04:00,04:55,430
1D95A4,074554,Bus,20:45,00:30,120
1D95A4,18636A,Bus,21:30,23:25,200
1D95A4,673BB3,Bus,18:00,19:35,170
1D95A4,CE33FB,Bus,03:10,04:40,870
1D95A4,CD8A0F,Bus,02:15,05:50,910
1D95A4,53B7E0,Bus,03:45,05:10,970
1D95A4,95AE76,Bus,20:55,00:15,90
1D95A4,25E677,Bus,12:50,16:20,520
1D95A4,180AD5,Bus,09:45,12:50,880
1D95A4,E0B37A,Bus,08:20,10:00,210
1D95A4,F4E9DA,Bus,10:50,13:35,470
1D95A4,1FF016,Bus,01:00,03:15,110
1D95A4,55EA55,Bus,02:10,02:45,610
1D95A4,8A570C,Bus,20:10,20:55,980
1D95A4,A11A34,Bus,04:10,06:35,690
1D95A4,4F44BA,Bus,15:30,16:50,630
1D95A4,8EA2DF,Bus,02:25,06:10,500
1D95A4,D82DB0,Bus,17:10,21:00,260
1D95A4,443F1D,Bus,06:25,07:30,900
1D95A4,CB9BE6,Bus,04:00,05:40,520
1D95A4,64EDE4,Bus,16:50,20:00,250
1D95A4,9C5BB5,Bus,17:25,19:10,390
1D95A4,72EF82,Bus,09:30,11:25,390
9DA3D4,A45946,Bus,18:10,21:05,110
9DA3D4,92B534,Bus,00:10,01:40,70
9DA3D4,7D16FE,Bus,08:15,10:55,750
9DA3D4,1D95A4,Bus,03:55,05:20,320
9DA3D4,1EC537,Bus,23:45,02:05,540
9DA3D4,D92C57,Bus,01:55,05:15,560
9DA3D4,2E740C,Bus,05:00,07:35,390
9DA3D4,D23504,Bus,10:20,14:10,140
9DA3D4,80979C,Bus,05:50,08:35,330
9DA3D4,070834,Bus,10:30,12:20,970
9DA3D4,976E93,Bus,03:15,04:10,120
9DA3D4,261DD1,Bus,21:35,01:40,670
9DA3D4,3AEFBC,Bus,02:30,03:00,290
9DA3D4,714BCA,Bus,06:25,10:30,290
9DA3D4,B0F915,Bus,18:00,19:35,90
9DA3D4,F00894,Bus,02:00,05:05,130
9DA3D4,D8DB71,Bus,03:25,07:10,340
9DA3D4,0C45DE,Bus,10:25,11:20,660
9DA3D4,C21B5F,Bus,15:20,17:45,730
9DA3D4,3AC43F,Bus,01:05,04:15,530
9DA3D4,AE9247,Bus,06:35,09:45,270
9DA3D4,2C9290,Bus,07:25,09:55,130
9DA3D4,DA518F,Bus,00:45,04:00,40
9DA3D4,7582D4,Bus,16:25,18:55,70
9DA3D4,D3D3F3,Bus,21:40,22:10,370
9DA3D4,D0464E,Bus,22:45,02:35,80
9DA3D4,5E369E,Bus,12:40,13:15,560
9DA3D4,6E4320,Bus,03:20,03:40,560
9DA3D4,8205FC,Bus,11:15,12:05,230
9DA3D4,353F87,Bus,17:30,21:05,820
9DA3D4,AB0902,Bus,23:35,02:20,60
9DA3D4,6FC77B,Bus,15:25,18:55,620
9DA3D4,78151E,Bus,20:50,21:25,760
9DA3D4,51D34A,Bus,14:35,15:10,450
9DA3D4,CBDE01,Bus,18:50,22:50,980
9DA3D4,4495F0,Bus,13:15,13:50,390
9DA3D4,D6027D,Bus,01:45,04:05,990
9DA3D4,FD34B0,Bus,11:00,14:10,350
9DA3D4,F926D8,Bus,15:45,18:40,390
9DA3D4,93DADF,Bus,10:00,12:40,770
9DA3D4,CC4BC2,Bus,14:45,15:25,110
9DA3D4,2D84BC,Bus,09:20,09:50,740
9DA3D4,3C591A,Bus,13:10,15:20,820
9DA3D4,074554,Bus,05:15,07:20,190
9DA3D4,18636A,Bus,01:30,02:00,800
9DA3D4,CE33FB,Bus,15:50,17:35,180
9DA3D4,53B7E0,Bus,02:30,05:20,280
9DA3D4,95AE76,Bus,06:50,09:50,200
9DA3D4,25E677,Bus,16:30,18:05,730
9DA3D4,E0B37A,Bus,17:20,19:05,630
9DA3D4,3293B2,Bus,05:50,09:40,900
9DA3D4,5D990F,Bus,09:50,11:55,390
9DA3D4,55EA55,Bus,08:15,11:25,370
9DA3D4,A11A34,Bus,22:20,00:20,850
9DA3D4,2932EF,Bus,17:10,17:40,690
9DA3D4,443F1D,Bus,21:40,01:25,860
9DA3D4,CB9BE6,Bus,16:10,17:20,600
9DA3D4,64EDE4,Bus,07:50,09:45,50
9DA3D4,657ECE,Bus,08:30,09:35,70
9DA3D4,9C5BB5,Bus,07:30,08:10,100
9DA3D4,72EF82,Bus,17:40,20:50,640
9DA3D4,E9A2F6,Bus,23:40,00:50,930
9DA3D4,D51D87,Bus,03:30,07:15,60
7EFACD,A45946,Bus,06:30,09:15,900
7EFACD,611CDC,Bus,10:15,12:40,210
7EFACD,99F8AE,Bus,02:00,03:15,810
7EFACD,7D16FE,Bus,08:55,12:45,690
7EFACD,1D95A4,Bus,05:45,08:20,450
7EFACD,9DA3D4,Bus,15:50,18:15,220
7EFACD,1EC537,Bus,14:05,15:20,270
7EFACD,2E740C,Bus,12:10,14:30,920
7EFACD,80979C,Bus,16:10,17:25,320
7EFACD,070834,Bus,06:55,07:20,310
7EFACD,976E93,Bus,03:40,06:45,690
7EFACD,3AEFBC,Bus,22:20,00:35,610
7EFACD,B0F915,Bus,14:20,15:55,980
7EFACD,F00894,Bus,22:35,02:10,110
7EFACD,0C45DE,Bus,01:55,03:45,810
7EFACD,C21B5F,Bus,12:30,13:50,960
7EFACD,3AC43F,Bus,18:55,21:45,930
7EFACD,AE9247,Bus,10:55,13:20,690
7EFACD,2C9290,Bus,02:50,03:50,180
7EFACD,7582D4,Bus,01:00,02:40,960
7EFACD,D3D3F3,Bus,04:00,07:50,290
7EFACD,069782,Bus,09:00,09:45,670
7EFACD,D0464E,Bus,06:30,08:20,760
7EFACD,5E369E,Bus,13:05,16:10,860
7EFACD,3F74F0,Bus,19:50,22:15,970
7EFACD,5580D2,Bus,19:55,22:00,560
7EFACD,231EA4,Bus,10:35,12:20,690
7EFACD,353F87,Bus,12:30,13:25,960
7EFACD,7B4D7D,Bus,00:35,03:40,710
7EFACD,FDEEA5,Bus,14:45,17:40,860
7EFACD,6FC77B,Bus,17:35,21:05,420
7EFACD,78151E,Bus,12:45,15:00,70
7EFACD,CBDE01,Bus,01:00,03:35,620
7EFACD,FD34B0,Bus,21:45,22:30,620
7EFACD,F926D8,Bus,10:00,13:10,500
7EFACD,93DADF,Bus,18:20,18:50,650
7EFACD,A6DA90,Bus,21:25,23:20,110
7EFACD,CC4BC2,Bus,04:35,05:30,660
7EFACD,2D84BC,Bus,14:55,16:40,860
7EFACD,074554,Bus,06:55,08:00,560
7EFACD,18636A,Bus,07:30,09:30,530
7EFACD,673BB3,Bus,10:20,14:10,350
7EFACD,CE33FB,Bus,06:25,08:00,280
7EFACD,CD8A0F,Bus,18:05,21:25,600
7EFACD,53B7E0,Bus,14:10,15:00,170
7EFACD,180AD5,Bus,16:15,18:30,520
7EFACD,E0B37A,Bus,20:45,22:10,540
7EFACD,3293B2,Bus,08:40,09:20,610
7EFACD,5D990F,Bus,05:25,08:20,490
