Source,Destination,Mode,DepartureTime,ArrivalTime,Cost
4A265D,A4DC58,Bus,17:35,20:30,180
4A265D,5410B8,Bus,00:15,04:00,820
4A265D,3ACF3F,Bus,18:50,20:50,100
4A265D,2117B3,Bus,23:05,01:15,140
4A265D,90556B,Bus,01:00,05:00,610
4A265D,D91B6D,Bus,14:40,16:45,320
310420,C16488,Bus,17:05,18:45,720
310420,4A265D,Bus,11:15,13:30,40
310420,C772C7,Bus,12:35,13:00,390
310420,5BC116,Bus,20:20,22:35,510
310420,D301B0,Bus,14:05,16:50,590
310420,21F257,Bus,04:05,07:45,250
310420,969B8F,Bus,15:15,18:45,720
310420,DB11A1,Bus,11:00,14:20,460
310420,1B4A36,Bus,22:30,01:30,490
310420,A318F7,Bus,04:25,05:30,810
310420,853715,Bus,16:00,19:40,810
310420,5309FB,Bus,14:25,18:05,920
310420,BAD29E,Bus,20:50,21:55,780
310420,5D6070,Bus,19:35,23:30,330
310420,35B6C4,Bus,13:35,16:20,520
310420,127B09,Bus,20:50,23:00,750
310420,A4DC58,Bus,06:55,08:00,770
310420,FB93C5,Bus,14:20,18:10,790
310420,CB90FB,Bus,18:50,21:00,510
310420,B8EAC2,Bus,18:40,20:45,540
310420,CE69C2,Bus,03:45,06:30,670
310420,3ACF3F,Bus,00:00,01:30,910
310420,2117B3,Bus,01:55,05:25,670
310420,90556B,Bus,23:20,00:50,220
310420,D91B6D,Bus,05:30,09:20,290
310420,07EC01,Bus,19:25,22:10,280
C772C7,CF3C84,Bus,09:35,13:00,190
C772C7,9A9688,Bus,13:10,16:40,820
C772C7,4A265D,Bus,18:30,21:20,550
C772C7,BCE8FE,Bus,12:20,15:05,500
C772C7,C8DBE6,Bus,14:25,15:10,970
C772C7,5BC116,Bus,03:35,07:10,700
C772C7,21F257,Bus,01:30,02:55,810
C772C7,12CC56,Bus,19:45,23:40,860
C772C7,3BFAB3,Bus,18:40,19:10,170
C772C7,DB11A1,Bus,15:25,16:10,360
C772C7,1B4A36,Bus,07:15,11:20,740
C772C7,83C0D2,Bus,02:00,05:35,500
C772C7,853715,Bus,20:15,21:25,780
C772C7,5309FB,Bus,14:00,17:55,720
C772C7,ACF3D2,Bus,11:55,14:30,800
C772C7,BAD29E,Bus,15:55,19:45,820
C772C7,5D6070,Bus,12:20,13:30,160
C772C7,795BAC,Bus,19:55,21:15,360
C772C7,35B6C4,Bus,20:00,23:15,880
C772C7,D596B0,Bus,09:50,13:30,730
C772C7,127B09,Bus,04:30,06:20,250
C772C7,14A649,Bus,14:00,14:25,730
C772C7,5410B8,Bus,16:25,16:55,970
C772C7,FB93C5,Bus,21:10,00:45,320
C772C7,CB90FB,Bus,15:10,16:25,660
C772C7,B8EAC2,Bus,07:35,10:40,480
C772C7,CE69C2,Bus,19:35,23:15,380
C772C7,3ACF3F,Bus,03:50,07:25,690
C772C7,90556B,Bus,18:20,21:35,870
C772C7,D91B6D,Bus,22:45,01:05,680
C772C7,07EC01,Bus,12:45,14:40,940
BCE8FE,C16488,Bus,03:35,04:05,460
BCE8FE,4A265D,Bus,21:05,23:00,270
BCE8FE,310420,Bus,20:45,22:35,660
BCE8FE,C772C7,Bus,15:25,15:50,890
BCE8FE,C8DBE6,Bus,07:05,08:25,340
BCE8FE,5BC116,Bus,04:00,07:15,450
BCE8FE,D301B0,Bus,16:55,18:50,480
BCE8FE,21F257,Bus,10:15,11:20,200
BCE8FE,12CC56,Bus,05:35,08:00,610
BCE8FE,969B8F,Bus,17:05,21:10,460
BCE8FE,DB11A1,Bus,17:00,19:05,220
BCE8FE,A318F7,Bus,10:50,11:15,200
BCE8FE,853715,Bus,17:00,21:00,710
BCE8FE,5309FB,Bus,19:20,22:15,100
BCE8FE,ACF3D2,Bus,23:10,02:50,660
BCE8FE,BAD29E,Bus,08:10,11:40,130
BCE8FE,5D6070,Bus,13:15,13:40,550
BCE8FE,795BAC,Bus,05:10,06:05,880
BCE8FE,1DC7F0,Bus,20:35,21:40,580
BCE8FE,14A649,Bus,08:55,09:50,980
BCE8FE,A4DC58,Bus,03:15,04:30,470
BCE8FE,5410B8,Bus,04:10,05:15,860
BCE8FE,CB90FB,Bus,07:40,09:40,150
BCE8FE,B8EAC2,Bus,09:40,10:20,300
BCE8FE,CE69C2,Bus,05:20,07:25,390
BCE8FE,3ACF3F,Bus,03:15,04:55,310
BCE8FE,07EC01,Bus,04:15,07:30,190
C8DBE6,CF3C84,Bus,05:45,06:35,880
C8DBE6,4A265D,Bus,06:55,09:25,640
C8DBE6,5BC116,Bus,05:55,09:55,180
C8DBE6,D301B0,Bus,01:50,02:15,100
C8DBE6,DB11A1,Bus,18:05,21:00,710
C8DBE6,1B4A36,Bus,21:20,22:25,380
C8DBE6,A318F7,Bus,05:30,06:30,840
C8DBE6,853715,Bus,02:40,04:25,450
C8DBE6,5309FB,Bus,16:30,18:15,850
C8DBE6,ACF3D2,Bus,23:10,00:40,950
C8DBE6,5D6070,Bus,23:05,02:40,170
C8DBE6,35B6C4,Bus,15:25,17:05,340
C8DBE6,1DC7F0,Bus,16:15,19:20,680
C8DBE6,127B09,Bus,08:45,12:50,480
C8DBE6,14A649,Bus,22:05,02:00,710
C8DBE6,A4DC58,Bus,14:20,14:45,820
C8DBE6,FB93C5,Bus,16:15,18:30,900
C8DBE6,CE69C2,Bus,22:20,23:15,970
C8DBE6,3ACF3F,Bus,02:10,06:10,770
C8DBE6,90556B,Bus,21:30,23:35,530
C8DBE6,07EC01,Bus,19:25,19:50,750
5BC116,CF3C84,Bus,00:05,03:50,450
5BC116,9A9688,Bus,23:45,02:30,580
5BC116,310420,Bus,22:50,00:55,950
5BC116,C772C7,Bus,04:30,07:00,260
5BC116,BCE8FE,Bus,03:45,07:25,910
5BC116,D301B0,Bus,08:55,10:05,290
5BC116,21F257,Bus,19:35,20:20,450
5BC116,12CC56,Bus,04:45,07:25,200
5BC116,3BFAB3,Bus,05:40,07:30,670
5BC116,969B8F,Bus,01:35,04:05,890
5BC116,DB11A1,Bus,00:05,03:10,870
5BC116,A318F7,Bus,05:55,08:55,910
5BC116,5D6070,Bus,01:40,02:45,900
5BC116,795BAC,Bus,06:15,09:15,510
5BC116,35B6C4,Bus,04:25,06:30,160
5BC116,1DC7F0,Bus,21:35,01:25,220
5BC116,D596B0,Bus,14:35,16:45,860
5BC116,14A649,Bus,18:40,22:45,760
5BC116,A4DC58,Bus,01:15,02:45,990
5BC116,5410B8,Bus,22:00,01:45,870
5BC116,FB93C5,Bus,12:50,16:30,780
5BC116,CB90FB,Bus,12:25,13:10,620
5BC116,B8EAC2,Bus,18:45,21:50,790
5BC116,2117B3,Bus,06:25,10:15,610
5BC116,90556B,Bus,05:00,06:05,360
5BC116,D91B6D,Bus,07:15,08:25,620
5BC116,07EC01,Bus,16:35,17:05,830
D301B0,CF3C84,Bus,10:15,14:10,650
D301B0,9A9688,Bus,07:15,11:15,330
D301B0,BCE8FE,Bus,21:10,00:30,50
D301B0,C8DBE6,Bus,00:10,01:35,840
D301B0,5BC116,Bus,20:20,23:20,800
D301B0,21F257,Bus,23:55,03:20,310
D301B0,12CC56,Bus,09:05,10:05,500
D301B0,3BFAB3,Bus,03:05,03:45,420
D301B0,969B8F,Bus,06:15,08:20,550
D301B0,DB11A1,Bus,01:35,05:15,700
D301B0,853715,Bus,03:35,05:20,280
D301B0,5D6070,Bus,18:40,21:00,680
D301B0,35B6C4,Bus,06:35,07:15,600
D301B0,1DC7F0,Bus,22:35,23:25,590
D301B0,D596B0,Bus,01:20,02:30,840
D301B0,127B09,Bus,04:45,06:15,480
D301B0,5410B8,Bus,03:30,05:50,700
D301B0,CE69C2,Bus,15:25,15:55,250
D301B0,3ACF3F,Bus,01:45,04:20,960
D301B0,2117B3,Bus,12:25,15:40,170
D301B0,D91B6D,Bus,08:20,10:20,590
21F257,CF3C84,Bus,04:35,08:30,730
21F257,310420,Bus,05:25,09:25,710
21F257,C772C7,Bus,10:10,11:20,210
21F257,BCE8FE,Bus,01:10,03:10,500
21F257,C8DBE6,Bus,18:35,19:55,530
21F257,D301B0,Bus,19:50,21:15,200
21F257,12CC56,Bus,00:55,03:00,690
21F257,969B8F,Bus,13:00,13:25,550
21F257,1B4A36,Bus,13:45,14:55,850
21F257,83C0D2,Bus,02:50,06:05,230
21F257,853715,Bus,14:10,16:55,760
21F257,5309FB,Bus,18:15,19:40,690
21F257,BAD29E,Bus,04:45,05:20,620
21F257,5D6070,Bus,22:45,01:35,370
21F257,795BAC,Bus,15:00,15:25,700
21F257,1DC7F0,Bus,07:00,08:05,600
21F257,D596B0,Bus,20:50,21:50,840
21F257,127B09,Bus,02:20,05:25,930
21F257,A4DC58,Bus,18:40,21:10,60
21F257,CB90FB,Bus,09:30,12:30,600
21F257,B8EAC2,Bus,07:55,12:00,400
21F257,CE69C2,Bus,13:35,16:55,60
21F257,3ACF3F,Bus,09:15,12:40,260
21F257,2117B3,Bus,16:10,19:45,220
21F257,D91B6D,Bus,22:30,23:10,370
21F257,07EC01,Bus,11:20,11:40,200
12CC56,C16488,Bus,17:20,19:20,160
12CC56,9A9688,Bus,08:00,10:15,70
12CC56,C8DBE6,Bus,06:45,08:00,740
12CC56,5BC116,Bus,22:35,23:55,190
12CC56,D301B0,Bus,12:20,16:00,310
12CC56,21F257,Bus,13:35,13:55,560
12CC56,3BFAB3,Bus,04:25,05:00,750
12CC56,969B8F,Bus,22:30,23:35,380
12CC56,A318F7,Bus,21:45,23:00,320
12CC56,83C0D2,Bus,02:30,05:10,470
12CC56,5309FB,Bus,23:40,02:15,920
12CC56,5D6070,Bus,04:00,07:40,160
12CC56,795BAC,Bus,19:20,19:40,490
12CC56,35B6C4,Bus,08:40,11:10,60
12CC56,D596B0,Bus,02:25,06:30,890
12CC56,127B09,Bus,02:35,06:30,360
12CC56,14A649,Bus,05:45,07:40,200
12CC56,5410B8,Bus,08:25,11:45,610
12CC56,FB93C5,Bus,22:15,01:40,770
12CC56,CB90FB,Bus,05:45,09:45,640
12CC56,B8EAC2,Bus,08:05,09:25,350
12CC56,2117B3,Bus,09:55,10:45,50
3BFAB3,CF3C84,Bus,09:50,11:10,300
3BFAB3,4A265D,Bus,11:00,14:35,800
3BFAB3,310420,Bus,01:20,02:25,740
3BFAB3,C772C7,Bus,17:45,21:20,630
3BFAB3,C8DBE6,Bus,15:20,19:20,600
3BFAB3,5BC116,Bus,21:15,01:20,530
3BFAB3,21F257,Bus,17:30,18:00,320
3BFAB3,12CC56,Bus,23:30,03:15,350
3BFAB3,DB11A1,Bus,09:40,12:25,800
3BFAB3,A318F7,Bus,08:10,09:30,490
3BFAB3,83C0D2,Bus,22:10,01:30,90
3BFAB3,853715,Bus,19:45,20:05,360
3BFAB3,5309FB,Bus,10:40,13:20,710
3BFAB3,BAD29E,Bus,08:35,09:10,930
3BFAB3,5D6070,Bus,23:45,01:25,860
3BFAB3,795BAC,Bus,23:50,03:35,410
3BFAB3,35B6C4,Bus,16:25,17:45,500
3BFAB3,127B09,Bus,01:05,04:10,670
3BFAB3,A4DC58,Bus,17:45,21:45,310
3BFAB3,FB93C5,Bus,01:35,01:55,230
3BFAB3,CB90FB,Bus,17:10,20:35,390
3BFAB3,B8EAC2,Bus,05:25,06:15,300
3BFAB3,CE69C2,Bus,22:30,23:10,240
3BFAB3,90556B,Bus,23:00,01:15,560
3BFAB3,D91B6D,Bus,20:15,22:05,80
3BFAB3,07EC01,Bus,11:55,14:00,340
969B8F,C16488,Bus,00:15,03:00,210
969B8F,CF3C84,Bus,12:40,15:45,820
969B8F,9A9688,Bus,19:25,20:05,870
969B8F,4A265D,Bus,04:30,07:50,800
969B8F,C772C7,Bus,21:20,01:05,980
969B8F,C8DBE6,Bus,13:15,13:35,690
969B8F,5BC116,Bus,09:05,10:45,260
969B8F,3BFAB3,Bus,04:10,05:25,730
969B8F,DB11A1,Bus,06:10,08:45,710
969B8F,1B4A36,Bus,23:25,01:45,330
969B8F,5D6070,Bus,10:25,13:15,870
969B8F,795BAC,Bus,04:50,08:05,210
969B8F,35B6C4,Bus,11:15,12:25,890
969B8F,1DC7F0,Bus,18:00,20:35,70
969B8F,127B09,Bus,02:35,03:15,520
969B8F,14A649,Bus,21:50,01:15,990
969B8F,A4DC58,Bus,02:20,02:55,880
969B8F,5410B8,Bus,23:40,01:20,310
969B8F,CB90FB,Bus,16:50,17:15,340
969B8F,CE69C2,Bus,06:30,07:45,790
969B8F,3ACF3F,Bus,09:25,10:40,190
969B8F,2117B3,Bus,04:30,05:25,90
969B8F,90556B,Bus,18:30,21:55,890
969B8F,D91B6D,Bus,16:20,17:05,700
DB11A1,C16488,Bus,20:35,22:40,690
DB11A1,9A9688,Bus,01:20,02:45,730
DB11A1,4A265D,Bus,07:50,11:05,680
DB11A1,310420,Bus,04:15,04:45,860
DB11A1,C772C7,Bus,04:15,08:00,290
DB11A1,BCE8FE,Bus,11:45,13:55,810
DB11A1,C8DBE6,Bus,17:25,21:10,480
DB11A1,969B8F,Bus,06:20,09:45,60
DB11A1,1B4A36,Bus,02:40,04:10,230
DB11A1,A318F7,Bus,14:10,16:40,960
DB11A1,853715,Bus,19:35,21:50,820
DB11A1,BAD29E,Bus,22:15,01:30,620
DB11A1,5D6070,Bus,15:30,16:55,580
DB11A1,35B6C4,Bus,15:50,16:45,220
DB11A1,1DC7F0,Bus,23:00,02:10,140
DB11A1,D596B0,Bus,02:40,06:30,50
DB11A1,127B09,Bus,09:10,11:10,580
DB11A1,14A649,Bus,06:30,07:30,420
DB11A1,FB93C5,Bus,02:20,05:20,50
DB11A1,CB90FB,Bus,01:40,03:35,990
DB11A1,CE69C2,Bus,11:35,13:45,160
DB11A1,90556B,Bus,12:20,14:25,150
DB11A1,D91B6D,Bus,04:20,08:15,100
DB11A1,07EC01,Bus,15:00,17:10,800
1B4A36,C16488,Bus,18:50,21:35,590
1B4A36,CF3C84,Bus,15:25,19:30,50
1B4A36,310420,Bus,05:20,05:45,300
1B4A36,C772C7,Bus,18:45,19:55,810
1B4A36,C8DBE6,Bus,02:30,05:40,580
1B4A36,12CC56,Bus,06:55,10:10,110
1B4A36,969B8F,Bus,05:45,07:15,890
1B4A36,A318F7,Bus,23:35,00:10,530
1B4A36,83C0D2,Bus,21:20,23:20,700
1B4A36,853715,Bus,16:20,18:30,530
1B4A36,5309FB,Bus,14:45,18:15,310
1B4A36,ACF3D2,Bus,05:10,06:35,290
1B4A36,BAD29E,Bus,10:40,12:35,790
1B4A36,5D6070,Bus,21:55,23:50,480
1B4A36,795BAC,Bus,11:15,13:05,570
1B4A36,35B6C4,Bus,01:20,04:10,410
1B4A36,1DC7F0,Bus,06:10,09:30,330
1B4A36,D596B0,Bus,09:05,11:05,940
1B4A36,127B09,Bus,01:05,04:25,820
1B4A36,14A649,Bus,14:20,18:20,180
1B4A36,A4DC58,Bus,12:00,13:35,290
1B4A36,FB93C5,Bus,13:55,14:15,710
1B4A36,B8EAC2,Bus,22:50,23:15,540
1B4A36,CE69C2,Bus,01:55,05:10,780
1B4A36,3ACF3F,Bus,21:35,00:45,630
1B4A36,2117B3,Bus,23:50,01:35,940
1B4A36,90556B,Bus,06:25,07:40,420
1B4A36,07EC01,Bus,09:25,10:20,920
A318F7,CF3C84,Bus,16:15,17:30,820
A318F7,9A9688,Bus,08:40,11:30,590
A318F7,310420,Bus,22:15,01:40,890
A318F7,C772C7,Bus,17:10,19:50,210
A318F7,BCE8FE,Bus,19:20,19:50,930
A318F7,C8DBE6,Bus,21:45,22:55,360
A318F7,5BC116,Bus,04:20,08:15,310
A318F7,D301B0,Bus,01:35,02:45,800
A318F7,12CC56,Bus,17:35,18:10,120
A318F7,3BFAB3,Bus,12:05,12:55,190
A318F7,DB11A1,Bus,05:25,09:05,110
A318F7,1B4A36,Bus,18:35,19:20,120
A318F7,83C0D2,Bus,02:20,03:30,750
A318F7,853715,Bus,19:45,20:30,320
A318F7,5309FB,Bus,16:30,16:55,440
A318F7,ACF3D2,Bus,14:15,18:00,600
A318F7,BAD29E,Bus,23:10,00:15,510
A318F7,5D6070,Bus,07:15,07:40,840
A318F7,35B6C4,Bus,04:45,08:45,680
A318F7,1DC7F0,Bus,06:15,10:20,960
A318F7,D596B0,Bus,11:30,12:25,510
A318F7,127B09,Bus,08:50,11:30,470
A318F7,14A649,Bus,20:15,23:30,740
A318F7,5410B8,Bus,05:25,08:15,60
A318F7,FB93C5,Bus,23:15,23:35,160
A318F7,CB90FB,Bus,10:40,12:45,510
A318F7,2117B3,Bus,20:20,21:50,160
A318F7,90556B,Bus,21:35,00:40,510
A318F7,D91B6D,Bus,08:55,09:30,820
A318F7,07EC01,Bus,11:40,15:20,410
83C0D2,CF3C84,Bus,03:15,05:50,490
83C0D2,9A9688,Bus,12:35,15:10,680
83C0D2,4A265D,Bus,22:40,00:50,990
83C0D2,BCE8FE,Bus,04:40,06:35,530
83C0D2,C8DBE6,Bus,19:45,21:35,460
83C0D2,5BC116,Bus,20:00,00:00,910
83C0D2,D301B0,Bus,08:05,10:40,230
83C0D2,3BFAB3,Bus,00:45,03:05,270
83C0D2,969B8F,Bus,22:10,01:55,500
83C0D2,DB11A1,Bus,08:15,12:05,670
83C0D2,1B4A36,Bus,04:20,07:40,370
83C0D2,ACF3D2,Bus,12:45,16:25,790
83C0D2,BAD29E,Bus,19:45,21:20,150
83C0D2,35B6C4,Bus,17:15,17:45,330
83C0D2,1DC7F0,Bus,18:05,21:20,70
83C0D2,D596B0,Bus,19:40,20:45,840
83C0D2,A4DC58,Bus,15:35,16:10,630
83C0D2,5410B8,Bus,17:35,20:20,80
83C0D2,FB93C5,Bus,22:55,00:05,360
83C0D2,CB90FB,Bus,21:30,21:50,850
83C0D2,CE69C2,Bus,22:00,01:35,430
83C0D2,3ACF3F,Bus,15:55,16:50,550
83C0D2,90556B,Bus,18:55,20:35,500
83C0D2,07EC01,Bus,10:45,12:15,620
853715,C16488,Bus,00:15,04:05,160
853715,CF3C84,Bus,08:50,09:55,530
853715,9A9688,Bus,03:25,04:35,240
853715,4A265D,Bus,11:45,13:40,380
853715,5BC116,Bus,19:50,20:40,240
853715,21F257,Bus,16:20,20:05,970
853715,12CC56,Bus,10:25,12:40,880
853715,3BFAB3,Bus,17:05,18:15,490
853715,969B8F,Bus,04:50,08:05,550
853715,DB11A1,Bus,22:50,23:20,350
853715,1B4A36,Bus,16:20,19:05,910
853715,A318F7,Bus,15:45,16:30,230
853715,5309FB,Bus,07:20,10:25,240
853715,BAD29E,Bus,08:45,12:30,400
853715,5D6070,Bus,01:50,05:10,860
853715,795BAC,Bus,16:55,18:05,410
853715,35B6C4,Bus,15:30,17:50,460
853715,1DC7F0,Bus,07:25,10:40,300
853715,D596B0,Bus,22:15,22:45,110
853715,127B09,Bus,04:30,07:15,330
853715,14A649,Bus,04:20,06:25,850
853715,A4DC58,Bus,09:45,12:15,750
853715,FB93C5,Bus,18:20,21:35,180
853715,CB90FB,Bus,10:40,14:15,470
853715,B8EAC2,Bus,02:20,04:05,500
853715,3ACF3F,Bus,14:55,17:50,180
5309FB,C16488,Bus,03:50,07:00,70
5309FB,CF3C84,Bus,15:30,18:30,540
5309FB,9A9688,Bus,12:45,13:45,920
5309FB,310420,Bus,01:35,05:10,460
5309FB,C772C7,Bus,01:15,02:40,330
5309FB,C8DBE6,Bus,23:40,00:30,80
5309FB,5BC116,Bus,06:15,07:10,370
5309FB,21F257,Bus,22:05,01:15,120
5309FB,12CC56,Bus,02:50,05:50,320
5309FB,3BFAB3,Bus,21:10,01:05,990
5309FB,969B8F,Bus,13:20,16:10,380
5309FB,1B4A36,Bus,03:35,06:55,270
5309FB,BAD29E,Bus,02:20,03:30,740
5309FB,5D6070,Bus,11:25,13:45,270
5309FB,795BAC,Bus,00:10,03:55,900
5309FB,35B6C4,Bus,04:55,06:15,920
5309FB,127B09,Bus,22:50,23:20,110
5309FB,A4DC58,Bus,01:45,05:15,950
5309FB,FB93C5,Bus,20:20,22:35,470
5309FB,CE69C2,Bus,20:05,20:55,950
5309FB,2117B3,Bus,02:50,03:55,160
5309FB,90556B,Bus,11:00,14:20,230
5309FB,D91B6D,Bus,17:20,20:00,840
5309FB,07EC01,Bus,11:05,12:20,40
ACF3D2,CF3C84,Bus,18:30,19:10,400
ACF3D2,4A265D,Bus,19:30,21:05,700
ACF3D2,310420,Bus,06:15,06:50,370
ACF3D2,C772C7,Bus,13:50,14:55,370
ACF3D2,BCE8FE,Bus,10:15,12:15,90
ACF3D2,C8DBE6,Bus,23:05,23:50,290
ACF3D2,D301B0,Bus,08:55,12:50,760
ACF3D2,21F257,Bus,01:45,05:15,920
ACF3D2,12CC56,Bus,13:50,14:10,330
ACF3D2,3BFAB3,Bus,14:20,16:20,270
ACF3D2,DB11A1,Bus,04:10,05:05,730
ACF3D2,A318F7,Bus,00:55,03:45,580
ACF3D2,83C0D2,Bus,18:45,21:10,500
ACF3D2,853715,Bus,11:55,15:10,290
ACF3D2,5309FB,Bus,09:40,12:50,760
ACF3D2,795BAC,Bus,04:15,06:45,300
ACF3D2,35B6C4,Bus,12:55,14:15,70
ACF3D2,1DC7F0,Bus,02:05,03:30,470
ACF3D2,127B09,Bus,09:00,12:50,100
ACF3D2,A4DC58,Bus,18:35,22:05,590
ACF3D2,FB93C5,Bus,15:20,19:05,50
ACF3D2,CB90FB,Bus,23:35,02:10,340
ACF3D2,B8EAC2,Bus,13:15,16:35,480
ACF3D2,CE69C2,Bus,05:40,07:50,100
ACF3D2,3ACF3F,Bus,10:05,11:50,100
ACF3D2,2117B3,Bus,09:10,11:20,460
ACF3D2,D91B6D,Bus,07:05,09:35,50
ACF3D2,07EC01,Bus,22:00,23:30,750
BAD29E,C16488,Bus,22:50,02:40,480
BAD29E,4A265D,Bus,01:15,02:30,460
BAD29E,310420,Bus,08:50,11:10,990
BAD29E,C772C7,Bus,16:05,20:05,320
BAD29E,BCE8FE,Bus,00:30,02:05,940
BAD29E,C8DBE6,Bus,16:00,16:45,640
BAD29E,5BC116,Bus,04:30,04:55,590
BAD29E,D301B0,Bus,15:45,16:20,380
BAD29E,21F257,Bus,23:00,00:20,500
BAD29E,3BFAB3,Bus,19:15,22:50,800
BAD29E,1B4A36,Bus,07:45,08:55,380
BAD29E,A318F7,Bus,18:25,20:50,990
BAD29E,83C0D2,Bus,19:45,20:25,170
BAD29E,853715,Bus,12:00,13:35,860
BAD29E,5309FB,Bus,01:45,04:30,740
BAD29E,795BAC,Bus,05:55,09:50,980
BAD29E,D596B0,Bus,06:55,08:00,910
BAD29E,127B09,Bus,19:40,23:25,340
