Source,Destination,Mode,DepartureTime,ArrivalTime,Cost
1FA016,885EFF,Bus,01:05,04:40,100
1FA016,45692C,Bus,04:10,05:05,670
1FA016,FB7714,Bus,18:15,22:20,760
1FA016,D05BB4,Bus,18:50,22:25,560
1FA016,F19321,Bus,00:15,01:15,40
1FA016,4CB4F8,Bus,14:15,16:20,960
1FA016,A9446A,Bus,05:35,07:35,740
1FA016,7B2E93,Bus,10:05,12:55,580
1FA016,6460A7,Bus,16:30,20:05,680
1FA016,023881,Bus,17:25,18:15,890
1FA016,AAD1A5,Bus,01:50,05:25,500
1FA016,7C8400,Bus,14:20,17:25,850
1FA016,3C9576,Bus,12:15,12:55,320
1FA016,9912E8,Bus,21:00,21:55,170
1FA016,6CAE8A,Bus,16:40,17:15,330
1FA016,6E7635,Bus,14:25,16:25,460
1FA016,E39BDC,Bus,11:10,13:15,70
1FA016,1F29B5,Bus,04:55,07:10,920
1FA016,B974DA,Bus,13:25,15:45,450
1FA016,56376F,Bus,02:25,03:05,260
1FA016,316F69,Bus,10:15,14:10,600
1FA016,76BC45,Bus,10:05,12:40,710
1FA016,5ADEDC,Bus,16:25,18:30,140
1FA016,403152,Bus,17:15,20:30,590
1FA016,8AD5CB,Bus,19:35,22:15,450
1FA016,C52400,Bus,21:55,23:40,540
1FA016,CDC26D,Bus,06:25,06:50,560
1FA016,8BDE7B,Bus,13:35,17:20,920
1FA016,92573F,Bus,23:20,01:25,630
1FA016,965CE4,Bus,05:40,09:20,120
1FA016,5B8D34,Bus,14:15,15:15,150
1FA016,5131C3,Bus,04:55,08:45,100
1FA016,EDB726,Bus,00:00,02:05,270
1FA016,71AE33,Bus,11:10,11:30,840
1FA016,6B5607,Bus,01:35,03:45,930
1FA016,5EA68F,Bus,18:25,21:40,940
1FA016,B59188,Bus,06:45,07:45,650
1FA016,FE1774,Bus,23:25,00:45,40
1FA016,5BF693,Bus,14:00,16:35,760
1FA016,58183F,Bus,02:35,03:10,430
1FA016,9934F3,Bus,01:20,05:00,250
1FA016,6EA5F0,Bus,23:25,00:50,960
1FA016,5DC175,Bus,21:40,01:25,290
1FA016,9189E1,Bus,12:00,14:00,130
1FA016,E70A99,Bus,01:05,02:30,150
1FA016,4E4594,Bus,23:15,03:00,430
1FA016,7E66A0,Bus,22:45,23:15,640
1FA016,24FE60,Bus,11:50,15:55,400
1FA016,94D4E0,Bus,04:55,05:15,790
1FA016,1C55B1,Bus,11:10,13:35,220
1FA016,75A9A4,Bus,18:35,19:50,420
1FA016,F392D9,Bus,00:50,02:20,260
1FA016,CE2276,Bus,10:45,12:30,270
1FA016,EEBEEB,Bus,05:40,07:35,50
1FA016,6D3D99,Bus,16:00,17:45,440
1FA016,9C5E0D,Bus,11:40,12:55,770
1FA016,83A971,Bus,12:00,15:20,760
1FA016,544FAE,Bus,15:05,18:20,350
1FA016,C19EE3,Bus,01:45,05:10,700
D5F53B,7B66A2,Bus,06:50,09:10,750
D5F53B,CEE55A,Bus,08:15,09:50,560
D5F53B,F8A9E9,Bus,00:15,02:25,540
D5F53B,5ECFCD,Bus,20:05,21:25,110
D5F53B,9E3E90,Bus,03:05,05:55,900
D5F53B,F85155,Bus,06:10,09:55,280
D5F53B,DB73A3,Bus,01:30,05:05,540
D5F53B,320DB4,Bus,15:25,16:10,120
D5F53B,02389D,Bus,21:50,23:35,160
D5F53B,235520,Bus,23:45,03:40,830
D5F53B,30DAE4,Bus,03:45,06:40,870
D5F53B,EE67D9,Bus,22:05,23:45,310
D5F53B,0E4226,Bus,18:05,22:00,450
D5F53B,AE85F2,Bus,10:20,13:30,660
D5F53B,BB58E8,Bus,02:50,05:05,900
D5F53B,5C6EDC,Bus,15:10,17:35,850
D5F53B,EF725A,Bus,20:30,20:50,470
D5F53B,8A3A94,Bus,21:50,01:45,650
D5F53B,6FFCE4,Bus,12:05,15:40,650
D5F53B,D08E9D,Bus,17:50,19:45,640
D5F53B,AAE996,Bus,17:45,18:45,100
D5F53B,C89939,Bus,17:25,18:15,520
D5F53B,CB2617,Bus,15:35,16:15,860
D5F53B,5FA399,Bus,00:05,03:40,400
D5F53B,D46B5F,Bus,08:20,10:10,830
D5F53B,85A952,Bus,17:15,20:40,580
D5F53B,4958EC,Bus,12:00,12:45,870
D5F53B,B7196F,Bus,12:20,13:40,970
D5F53B,DC1B44,Bus,17:15,18:00,440
D5F53B,19641B,Bus,01:40,03:15,820
D5F53B,52D3AE,Bus,14:40,17:45,380
D5F53B,B85525,Bus,20:25,23:00,870
D5F53B,C97172,Bus,08:10,10:15,340
D5F53B,9EB16F,Bus,05:30,05:50,830
D5F53B,AC052B,Bus,18:45,20:35,970
D5F53B,05B7E8,Bus,15:00,17:15,230
D5F53B,885EFF,Bus,00:35,04:40,630
D5F53B,05C63D,Bus,18:30,20:10,680
D5F53B,D05BB4,Bus,15:50,18:35,160
D5F53B,4CB4F8,Bus,17:00,20:35,770
D5F53B,7B2E93,Bus,19:10,22:45,960
D5F53B,C6637A,Bus,08:25,08:50,750
D5F53B,AAD1A5,Bus,03:25,06:45,70
D5F53B,3C9576,Bus,09:35,13:25,900
D5F53B,EEEF94,Bus,18:00,18:25,540
D5F53B,9912E8,Bus,10:30,13:05,810
D5F53B,6E7635,Bus,15:10,15:30,900
D5F53B,E39BDC,Bus,11:10,12:25,170
D5F53B,1F29B5,Bus,09:25,10:10,420
D5F53B,28488F,Bus,07:25,11:20,370
D5F53B,F3BBF4,Bus,06:50,09:15,70
D5F53B,AE3CB3,Bus,18:20,18:50,390
D5F53B,76BC45,Bus,20:15,21:45,740
D5F53B,5ADEDC,Bus,13:05,16:05,270
D5F53B,403152,Bus,23:05,01:00,760
D5F53B,84305B,Bus,23:20,03:20,160
D5F53B,8BDE7B,Bus,12:40,13:35,270
D5F53B,92573F,Bus,05:00,07:45,480
D5F53B,5B8D34,Bus,08:55,09:50,120
D5F53B,5131C3,Bus,04:35,06:10,350
D5F53B,EE1AFD,Bus,23:05,02:05,600
D5F53B,6B5607,Bus,18:05,21:50,700
D5F53B,6DFC6D,Bus,04:35,07:10,690
D5F53B,FE52DA,Bus,09:55,11:20,550
D5F53B,5BF693,Bus,15:55,17:15,750
D5F53B,FAEA55,Bus,14:15,14:35,90
D5F53B,9934F3,Bus,02:30,04:40,250
D5F53B,6EA5F0,Bus,07:55,08:30,950
D5F53B,5DC175,Bus,11:35,11:55,670
D5F53B,9189E1,Bus,13:55,16:40,680
D5F53B,E70A99,Bus,11:30,13:55,300
D5F53B,AC417B,Bus,03:25,05:30,50
D5F53B,4E4594,Bus,21:15,00:25,820
D5F53B,C5E307,Bus,22:50,02:35,280
D5F53B,F289AC,Bus,02:30,05:30,450
D5F53B,245447,Bus,13:05,16:40,640
D5F53B,94D4E0,Bus,17:45,21:45,910
D5F53B,75A9A4,Bus,13:10,13:40,80
D5F53B,F392D9,Bus,21:20,01:05,150
D5F53B,097B12,Bus,19:00,21:30,740
D5F53B,CE2276,Bus,15:20,17:30,530
D5F53B,A16183,Bus,13:35,16:15,770
D5F53B,DAAFEF,Bus,17:50,20:45,890
D5F53B,83A971,Bus,18:10,21:05,700
D5F53B,544FAE,Bus,09:45,12:05,220
D5F53B,C19EE3,Bus,00:40,03:10,320
CEE55A,7B66A2,Bus,15:50,19:50,700
CEE55A,D5F53B,Bus,02:30,05:15,950
CEE55A,F8A9E9,Bus,20:05,21:50,380
CEE55A,5ECFCD,Bus,21:10,23:05,950
CEE55A,C33C74,Bus,11:50,15:10,370
CEE55A,02389D,Bus,11:30,12:30,570
CEE55A,8DB674,Bus,04:00,05:00,820
CEE55A,AF5EDE,Bus,19:45,21:10,920
CEE55A,749BEE,Bus,00:10,04:15,310
CEE55A,FAF783,Bus,08:10,08:30,120
CEE55A,235520,Bus,11:40,13:35,490
CEE55A,30DAE4,Bus,21:40,00:30,930
CEE55A,EE67D9,Bus,07:20,07:40,310
CEE55A,0E4226,Bus,01:15,02:10,400
CEE55A,AE85F2,Bus,20:00,22:55,530
CEE55A,BB58E8,Bus,08:40,11:10,840
CEE55A,5C6EDC,Bus,03:00,07:05,430
CEE55A,610B10,Bus,20:30,21:50,110
CEE55A,556CA3,Bus,20:50,00:50,650
CEE55A,EF725A,Bus,07:30,10:25,310
CEE55A,8A3A94,Bus,09:35,13:00,110
CEE55A,6FFCE4,Bus,13:05,13:30,670
CEE55A,D08E9D,Bus,00:05,03:30,350
CEE55A,AAE996,Bus,02:05,05:10,590
CEE55A,C89939,Bus,03:50,06:20,820
CEE55A,D46B5F,Bus,08:40,12:10,360
CEE55A,85A952,Bus,18:45,20:45,360
CEE55A,4958EC,Bus,01:30,02:15,220
CEE55A,5E32DC,Bus,12:10,14:35,160
CEE55A,B7196F,Bus,23:25,02:10,950
CEE55A,0AACB6,Bus,17:10,20:20,220
CEE55A,D6418E,Bus,08:30,11:50,980
CEE55A,19641B,Bus,17:25,18:45,270
CEE55A,52D3AE,Bus,16:55,19:05,40
CEE55A,C97172,Bus,01:15,02:10,300
CEE55A,9EB16F,Bus,02:55,06:15,490
CEE55A,05B7E8,Bus,18:10,21:40,60
CEE55A,CA4B18,Bus,01:45,05:50,930
CEE55A,45692C,Bus,01:10,04:50,340
CEE55A,FB7714,Bus,08:30,09:15,960
CEE55A,D05BB4,Bus,19:05,20:15,210
CEE55A,F19321,Bus,18:55,20:55,480
CEE55A,4CB4F8,Bus,20:25,22:30,170
CEE55A,F5DFF1,Bus,03:10,04:25,840
CEE55A,A9446A,Bus,08:45,11:45,400
CEE55A,6460A7,Bus,17:45,19:45,410
CEE55A,682474,Bus,18:05,20:45,470
CEE55A,023881,Bus,13:55,14:45,420
CEE55A,C6637A,Bus,17:30,18:05,690
CEE55A,7C8400,Bus,05:00,07:45,250
CEE55A,7C7C2B,Bus,08:50,11:55,310
CEE55A,3C9576,Bus,01:45,02:45,40
CEE55A,EEEF94,Bus,09:25,13:10,160
CEE55A,9912E8,Bus,22:30,01:35,340
CEE55A,6CAE8A,Bus,11:25,15:15,830
CEE55A,E39BDC,Bus,08:45,12:45,90
CEE55A,1F29B5,Bus,19:20,22:50,290
CEE55A,28488F,Bus,01:40,03:25,380
CEE55A,4D2472,Bus,13:45,14:15,660
CEE55A,AE3CB3,Bus,11:45,12:10,500
CEE55A,316F69,Bus,12:50,15:35,760
CEE55A,76BC45,Bus,17:35,18:55,100
CEE55A,5ADEDC,Bus,12:55,16:45,100
CEE55A,D7D0FF,Bus,12:55,16:15,460
CEE55A,403152,Bus,02:05,02:45,370
CEE55A,8AD5CB,Bus,04:00,04:50,300
CEE55A,392BF5,Bus,23:20,01:35,790
CEE55A,E28CB6,Bus,20:25,21:40,630
CEE55A,C52400,Bus,06:45,08:40,840
CEE55A,CDC26D,Bus,16:00,16:25,460
CEE55A,84305B,Bus,19:40,21:10,690
CEE55A,3C766D,Bus,23:45,03:50,140
CEE55A,92573F,Bus,06:40,08:45,570
CEE55A,965CE4,Bus,19:20,20:15,90
CEE55A,5B8D34,Bus,14:45,18:00,270
CEE55A,EDB726,Bus,09:30,11:40,630
CEE55A,7CB0C8,Bus,16:25,18:35,910
CEE55A,71AE33,Bus,02:30,04:35,200
CEE55A,EE1AFD,Bus,20:25,23:15,640
CEE55A,6B5607,Bus,03:50,05:30,650
CEE55A,76D7A7,Bus,00:35,03:00,900
CEE55A,6DFC6D,Bus,12:35,13:00,530
CEE55A,FE52DA,Bus,06:20,09:35,650
CEE55A,5EA68F,Bus,18:45,22:50,70
CEE55A,FE1774,Bus,13:45,17:15,300
CEE55A,58183F,Bus,18:45,19:20,640
CEE55A,9934F3,Bus,07:05,09:05,830
CEE55A,6EA5F0,Bus,22:00,23:15,620
CEE55A,5DC175,Bus,17:35,19:45,60
CEE55A,4E4594,Bus,01:40,05:40,670
CEE55A,C5E307,Bus,21:55,01:40,760
CEE55A,7E66A0,Bus,17:30,21:00,380
CEE55A,245447,Bus,15:55,17:10,90
CEE55A,24FE60,Bus,17:35,21:20,380
CEE55A,94D4E0,Bus,14:05,17:40,80
CEE55A,1C55B1,Bus,15:45,18:55,980
CEE55A,F392D9,Bus,20:40,00:20,970
CEE55A,097B12,Bus,14:30,15:10,860
CEE55A,EEBEEB,Bus,19:05,22:55,790
CEE55A,6D3D99,Bus,17:25,20:35,510
CEE55A,9C5E0D,Bus,19:15,20:15,990
CEE55A,83A971,Bus,15:45,19:15,620
CEE55A,544FAE,Bus,15:05,18:10,680
CEE55A,3B4762,Bus,04:00,06:20,420
F8A9E9,1FA016,Bus,12:00,13:45,720
F8A9E9,CEE55A,Bus,21:40,01:35,610
F8A9E9,F85155,Bus,17:20,19:55,380
F8A9E9,C33C74,Bus,19:15,21:55,400
F8A9E9,DB73A3,Bus,05:25,07:40,460
F8A9E9,8DB674,Bus,20:40,21:10,750
F8A9E9,AF5EDE,Bus,10:25,12:00,570
F8A9E9,749BEE,Bus,17:30,18:00,640
F8A9E9,FAF783,Bus,21:50,00:20,470
F8A9E9,235520,Bus,20:05,21:10,490
F8A9E9,EE67D9,Bus,09:15,10:05,480
F8A9E9,AE85F2,Bus,15:35,19:35,140
F8A9E9,BB58E8,Bus,22:25,00:45,190
F8A9E9,5C6EDC,Bus,02:25,04:15,580
F8A9E9,EF725A,Bus,08:30,12:15,120
F8A9E9,D08E9D,Bus,16:30,20:20,760
F8A9E9,AAE996,Bus,08:00,08:35,70
F8A9E9,CB2617,Bus,03:45,06:20,160
F8A9E9,5FA399,Bus,17:35,20:20,550
F8A9E9,D46B5F,Bus,09:20,09:50,320
F8A9E9,85A952,Bus,06:15,09:05,840
F8A9E9,4958EC,Bus,04:00,04:45,930
F8A9E9,0AACB6,Bus,23:20,01:30,530
F8A9E9,19641B,Bus,04:20,05:55,850
F8A9E9,A7A0F8,Bus,22:40,00:50,820
F8A9E9,550364,Bus,17:45,21:45,110
F8A9E9,A862E7,Bus,20:35,23:10,230
F8A9E9,C97172,Bus,07:10,10:00,140
F8A9E9,9EB16F,Bus,11:20,12:35,660
F8A9E9,AC052B,Bus,02:30,05:55,70
F8A9E9,0C985E,Bus,04:25,06:45,400
F8A9E9,45692C,Bus,05:40,06:00,300
F8A9E9,05C63D,Bus,07:30,08:00,80
F8A9E9,D05BB4,Bus,02:20,06:25,970
F8A9E9,F19321,Bus,17:00,20:00,610
F8A9E9,4CB4F8,Bus,22:40,23:50,540
F8A9E9,023881,Bus,17:15,20:00,690
F8A9E9,483E0B,Bus,09:45,12:45,920
F8A9E9,C6637A,Bus,12:40,15:45,680
F8A9E9,AAD1A5,Bus,04:55,08:40,170
F8A9E9,7C8400,Bus,01:05,02:50,160
F8A9E9,3C9576,Bus,15:25,17:10,640
F8A9E9,EEEF94,Bus,23:10,02:50,690
F8A9E9,9912E8,Bus,03:35,07:30,620
F8A9E9,6CAE8A,Bus,10:10,11:25,230
F8A9E9,E39BDC,Bus,20:55,23:00,510
F8A9E9,1F29B5,Bus,11:20,12:05,410
F8A9E9,28488F,Bus,23:50,03:15,860
F8A9E9,B974DA,Bus,14:45,17:25,190
F8A9E9,56376F,Bus,23:35,01:50,590
F8A9E9,F3BBF4,Bus,03:25,06:35,630
F8A9E9,316F69,Bus,13:05,15:20,90
F8A9E9,76BC45,Bus,08:35,12:15,590
F8A9E9,D7D0FF,Bus,17:55,21:00,790
F8A9E9,C52400,Bus,05:10,06:40,960
F8A9E9,CDC26D,Bus,18:00,20:10,100
F8A9E9,8BDE7B,Bus,10:10,11:05,300
F8A9E9,3C766D,Bus,06:45,08:05,510
F8A9E9,965CE4,Bus,13:20,15:30,90
F8A9E9,5B8D34,Bus,20:20,22:50,570
F8A9E9,5131C3,Bus,00:50,01:15,260
F8A9E9,EDB726,Bus,08:10,09:25,350
F8A9E9,7CB0C8,Bus,14:30,18:05,60
F8A9E9,71AE33,Bus,06:45,10:15,590
F8A9E9,EE1AFD,Bus,06:45,07:20,620
F8A9E9,76D7A7,Bus,08:30,09:50,700
F8A9E9,FE52DA,Bus,01:10,04:55,440
F8A9E9,5EA68F,Bus,03:30,06:40,880
F8A9E9,B59188,Bus,07:30,08:45,880
F8A9E9,FE1774,Bus,03:25,04:25,860
F8A9E9,5BF693,Bus,05:40,06:15,170
F8A9E9,FAEA55,Bus,08:30,11:40,120
